"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"노형동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 노형9길 9-4(노형동),,환경부(한국자동차환경협회),1661-9408,33.48306793,126.4771831,2019-06-30
"노형삼다아파트 앞 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,Y,제주특별자치도 제주시 노형동 1282-2,,제주특별자치도,1899-8852,33.4863121,126.4763326,2019-06-30
"제주도근로자종합복지관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,Y,제주특별자치도 제주시 수목원길 9,,제주특별자치도,1899-8852,33.46969727,126.486231,2019-06-30
"제주시 공영버스 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 수목원서길 17(노형동),,제주특별자치도,1899-8852,33.4688568,126.4831695,2019-06-30
"축산진흥원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 축산마을길 13(노형동),,제주특별자치도,1899-8852,33.4414666,126.4871027,2019-06-30
"탐라도서관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 제주시 정원로 50,,제주특별자치도,1899-8852,33.47919835,126.4771977,2019-06-30
"도두동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 도두1길 9-1(도두일동),,제주특별자치도,1899-8852,33.5028684,126.4682368,2019-06-30
"도두동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 도두1길 9-1(도두일동),,한국전력,1899-2100,33.5028684,126.4682368,2019-06-30
"도두하수처리장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 도리로 254(도두이동),,제주특별자치도,1899-8852,33.5066984,126.4770985,2019-06-30
"봉개동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 봉개북1길 15(봉개동),,제주특별자치도,1899-8852,33.4917114,126.5948784,2019-06-30
"봉개동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 봉개북1길 15(봉개동),,환경부(한국자동차환경협회),1661-9408,33.4917114,126.5948784,2019-06-30
"절물자연휴양림",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 명림로 584(봉개동),,제주특별자치도,1899-8852,33.4393726,126.6284479,2019-06-30
"제주4.3평화공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 명림로 430(봉개동),,제주특별자치도,1899-8852,33.45086927,126.6206776,2019-06-30
"제주환경사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 송이길 226(회천동),,제주특별자치도,1899-8852,33.46136662,126.6299215,2019-06-30
"삼도1동청소년문화의집",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 서사로14길 16,,제주특별자치도,1899-8852,33.5036928,126.5182971,2019-06-30
"삼도1동 주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 삼도1동 508-4,제주특별자치도 제주시 삼도1동 508-4,제주특별자치도,1899-8852,33.5042444,126.5173858,2019-06-30
"삼도2동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 관덕로6길 15,,제주특별자치도,1899-8852,33.5117299,126.5222682,2019-06-30
"해변공연장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 중앙로 2,,제주특별자치도,1899-8852,33.518116,126.5241853,2019-06-30
"삼양동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 지석13길 6(삼양이동),,제주특별자치도,1899-8852,33.5218396,126.5857081,2019-06-30
"삼양동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 516로 3120(아라1동),,환경부(한국자동차환경협회),1661-9408,33.4526894,126.5531188,2019-06-30
"도장애인종합복지관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 516로 3120(아라1동),,제주특별자치도,1899-8852,33.4526894,126.5531188,2019-06-30
"아라동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 중앙로 527(아라일동),,제주특별자치도,1899-8852,33.4763055,126.5450535,2019-06-30
"아라지구 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 아라1동 6093-4,제주특별자치도 제주시 아라1동 6093-4,제주특별자치도,1899-8852,33.4261379,126.5626925,2019-06-30
"양지공원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,5,1,N,제주특별자치도 제주시 516로 2810-31,,제주특별자치도,1899-8852,33.4400136,126.5799838,2019-06-30
"양지공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC콤보,0,2,N,제주특별자치도 제주시 516로 2810-31,,환경부(한국자동차환경협회),1661-9408,33.4400136,126.5799838,2019-06-30
"인재개발원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,2,N,제주특별자치도 제주시 산천단동길 26(아라일동),,제주특별자치도,1899-8852,33.4468976,126.5601614,2019-06-30
"인재개발원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 산천단동길 26(아라일동),,환경부(한국자동차환경협회),1661-9408,33.4468976,126.5601614,2019-06-30
"자치경찰단아라청사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,6,0,N,제주특별자치도 제주시 기자길 7(아라이동),,제주특별자치도,1899-8852,33.4850238,126.5442901,2019-06-30
"자치경찰단아라청사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 기자길 7(아라이동),,환경부(한국자동차환경협회),1661-9408,33.4850238,126.5442901,2019-06-30
"제주시각장애인복지관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 아봉로 433,,제주특별자치도,1899-8852,33.4710751,126.581262,2019-06-30
"보건환경연구원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 삼동길 41,,제주특별자치도,1899-8852,33.4798486,126.4951395,2019-06-30
"보건환경연구원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 삼동길 41,,환경부(한국자동차환경협회),1661-9408,33.4798486,126.4951395,2019-06-30
"설문대여성문화센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 선덕로8길 12,,제주특별자치도,1899-8852,33.4844207,126.500595,2019-06-30
"설문대여성문화센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 선덕로8길 12,,환경부(한국자동차환경협회),1661-9408,33.4844207,126.500595,2019-06-30
"연동119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 문송길 14(연동),,제주특별자치도,1899-8852,33.4884767,126.4971594,2019-06-30
"연동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 신대로 101,,제주특별자치도,1899-8852,33.4882923,126.4969722,2019-06-30
"제주도 소방안전본부",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 신대로9길 22,,제주특별자치도,1899-8852,33.490553,126.4990195,2019-06-30
"제주도교육청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 문연로 5(연동),,제주특별자치도,1899-8852,33.4902703,126.4982303,2019-06-30
"제주도교육청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 문연로 5(연동),,한국전력,1899-2100,33.4902703,126.4982303,2019-06-30
"제주도의회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,2,N,제주특별자치도 제주시 문연로 13,,제주특별자치도,1899-8852,33.4903182,126.4992861,2019-06-30
"제주도청 1청사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,10,6,Y,제주특별자치도 제주시 문연로 6(연동),,제주특별자치도,1899-8852,33.4888341,126.4980797,2019-06-30
"제주도청 1청사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,Y,제주특별자치도 제주시 문연로 6(연동),,환경부(한국자동차환경협회),1661-9408,33.4888341,126.4980797,2019-06-30
"제주도청 2청사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,5,0,N,제주특별자치도 제주시 문연로 30(연동),,제주특별자치도,1899-8852,33.4890071,126.5006816,2019-06-30
"제주도청 2청사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 문연로 30(연동),,환경부(한국자동차환경협회),1661-9408,33.4890071,126.5006816,2019-06-30
"제주도청 2청사 후문 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,Y,제주특별자치도 제주시 연동 322-8,제주특별자치도 제주시 연동 322-8,제주특별자치도,1899-8852,33.4881996,126.5001059,2019-06-30
"한라수목원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,Y,제주특별자치도 제주시 수목원길 72,,제주특별자치도,1899-8852,33.4699272,126.4932445,2019-06-30
"한라수목원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,Y,제주특별자치도 제주시 수목원길 72,,환경부(한국자동차환경협회),1661-9408,33.4699272,126.4932445,2019-06-30
"오라동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 오라로10길 6(오라이동),,제주특별자치도,1899-8852,33.4951336,126.511555,2019-06-30
"제주아트센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 오남로 231(오라이동)　,,제주특별자치도,1899-8852,33.4754636,126.5156482,2019-06-30
"제주종합경기장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 서광로2길 24(오라일동),,제주특별자치도,1899-8852,33.4949885,126.5189264,2019-06-30
"제주종합경기장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,5,N,제주특별자치도 제주시 서광로2길 24(오라일동),,한국전력,1899-2100,33.4949885,126.5189264,2019-06-30
"제주종합경기장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 서광로2길 24(오라일동),,환경부(한국자동차환경협회),1661-9408,33.4949885,126.5189264,2019-06-30
"제주춘강의원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 월구 1길 73,,제주특별자치도,1899-8852,33.493696,126.5017091,2019-06-30
"외도1동 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 외도1동 497-16,제주특별자치도 제주시 외도1동 497-16,제주특별자치도,1899-8852,33.4876623,126.429739,2019-06-30
"외도동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 일주서로 7350,,제주특별자치도,1899-8852,33.4929556,126.4322517,2019-06-30
"외도동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 일주서로 7350,,환경부(한국자동차환경협회),1661-9408,33.4929556,126.4322517,2019-06-30
"제주도농아복지관",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,2,N,제주특별자치도 제주시 우령서로16길 19(외도일동),,제주특별자치도,1899-8852,33.4848735,126.4257375,2019-06-30
"제주양로원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,1,N,제주특별자치도 제주시 장군내길 68-1,,제주특별자치도,1899-8852,33.4736727,126.4482646,2019-06-30
"용담1동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 용남3길 11(용담일동),,제주특별자치도,1899-8852,33.5091014,126.5133435,2019-06-30
"용담2동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 흥운길 27(용담이동),,제주특별자치도,1899-8852,33.5115829,126.5118008,2019-06-30
"이도1동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 중앙로25길 17(이도일동),,제주특별자치도,1899-8852,33.5067302,126.5270745,2019-06-30
"이도1동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 중앙로25길 17(이도일동),,환경부(한국자동차환경협회),1661-9408,33.5067302,126.5270745,2019-06-30
"동부경찰서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 동광로 66,,제주특별자치도,1899-8852,33.50317947,126.5367089,2019-06-30
"이도2동공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,Y,제주특별자치도 제주시 오복3길 9(이도이동),,제주특별자치도,1899-8852,33.49678952,126.5349264,2019-06-30
"이도2동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 오복3길 8,,제주특별자치도,1899-8852,33.497027,126.5353955,2019-06-30
"제주벤처마루",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 중앙로 217(이도이동),,제주특별자치도,1899-8852,33.5003147,126.5300349,2019-06-30
"제주보건소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,4,1,N,제주특별자치도 제주시 연삼로 264,,제주특별자치도,1899-8852,33.4917032,126.5202864,2019-06-30
"제주소방서",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,4,0,N,　제주특별자치도 제주시 중앙로 342(이도이동),,제주특별자치도,1899-8852,33.4909396,126.5366274,2019-06-30
"제주시청",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,11,5,Y,제주특별자치도 제주시 광양9길 10,,제주특별자치도,1899-8852,33.50021259,126.5322178,2019-06-30
"제주시청",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,Y,제주특별자치도 제주시 광양9길 10,,환경부(한국자동차환경협회),1661-9408,33.50021259,126.5322178,2019-06-30
"제주시청 지하 열린정보실",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 동광로6길 22(이도이동),,제주특별자치도,1899-8852,33.50027862,126.5325144,2019-06-30
"제주학생문화원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 연삼로 489,,제주특별자치도,1899-8852,33.5007234,126.5410454,2019-06-30
"고용센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,1,N,제주특별자치도 제주시 중앙로 165 (이도일동),,제주특별자치도,1899-8852,33.5044201,126.5271265,2019-06-30
"이호동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 백포서길 9(이호일동),,제주특별자치도,1899-8852,33.4997537,126.4581461,2019-06-30
"이호동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 백포서길 9(이호일동),,환경부(한국자동차환경협회),1661-9408,33.4997537,126.4581461,2019-06-30
"일도1동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 중앙로7길 15,,제주특별자치도,1899-8852,33.5150703,126.5264434,2019-06-30
"문화예술진흥원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,1,N,제주특별자치도 제주시 동광로 69(일도이동),,제주특별자치도,1899-8852,33.5043089,126.5353859,2019-06-30
"민속자연사박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 삼성로 40(일도이동),,제주특별자치도,1899-8852,33.5061399,126.5316454,2019-06-30
"민속자연사박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 삼성로 40(일도이동),,환경부(한국자동차환경협회),1661-9408,33.5061399,126.5316454,2019-06-30
"일도2동주민센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 고마로 28,,제주특별자치도,1899-8852,33.5116144,126.5382172,2019-06-30
"일도삼주아파트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 천수로 56(일도이동),,제주특별자치도,1899-8852,33.5039515,126.5426023,2019-06-30
